image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000048.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000059.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000058.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Pentagram/000026.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000050.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000038.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000040.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000021.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000015.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000075.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000029.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000076.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000056.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000018.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000031.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000064.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000070.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000028.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000051.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000023.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000037.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000025.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000068.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000047.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000061.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000004.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000016.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000066.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000032.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000009.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000003.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000072.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000008.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000034.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000063.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000035.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000019.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000002.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000052.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000001.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000045.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000005.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000065.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000014.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000054.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000011.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000067.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000071.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000073.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000033.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000060.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000010.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000039.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000074.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000046.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000022.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000057.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000013.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000053.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000024.jpg,Image of a symbol,Image of a symbol which is a sign of loss,Image of a symbol which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000020.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000006.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000012.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000043.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000069.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000027.jpg,Image of a symbol,Image of a symbol which is a sign of illness,Image of a symbol which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000041.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000036.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000062.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000044.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000007.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000049.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000042.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000055.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000017.jpg,Image of a symbol,Image of a symbol which is a sign of prosperity,Image of a symbol which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/symbol_images/Heart/000030.jpg,Image of a symbol,Image of a symbol which is a sign of wealth,Image of a symbol which is a sign of loss
